user_id,book_id,score
757,3845,2.9
371,614,4.7
2206,1686,4.4
4657,5312,4.7
5367,3018,0.0
4751,3626,0.3
7759,6626,2.5
3653,5850,0.3
5529,920,3.9
2190,4702,1.1
6631,1760,1.1
166,1888,1.0
4784,744,2.9
780,1891,0.3
906,25,3.9
1664,2821,4.9
1967,277,3.6
4549,3966,3.4
7868,1465,1.2
6560,5341,3.2
6445,4442,3.9
5654,6543,3.1
3426,1225,2.7
4337,5529,0.3
3997,2065,3.5
2108,1691,0.3
1729,2485,3.2
3586,4108,4.9
4756,1588,3.4
5970,5314,0.9
6397,5383,2.4
5373,4905,1.4
7238,3935,4.0
3862,6216,3.8
666,2473,4.7
112,7106,0.5
5576,4811,0.7
4195,2960,4.1
6141,422,2.1
2696,2121,4.8
1230,5907,3.1
1975,7899,3.7
5291,2536,4.0
3983,2769,0.5
812,1458,0.4
686,6797,1.0
5320,7994,0.0
4916,5068,0.1
6552,6146,0.4
69,2279,4.1
2136,1287,1.1
3843,4622,3.7
7654,5694,3.8
4055,5836,2.0
5761,7064,3.4
5160,3016,0.2
7626,5248,2.3
7841,7743,0.3
5126,7257,2.0
7343,3341,1.0
1433,6722,4.5
7617,4259,4.6
2379,3731,2.3
1926,2767,2.9
1927,735,2.4
1265,6457,3.1
7639,7986,2.7
4728,4769,1.3
1961,5075,3.5
912,2724,2.1
844,4864,4.8
498,3574,2.4
1587,1014,3.7
3353,1319,2.0
1584,7719,1.2
1857,7008,3.4
1018,4675,4.2
6697,4260,3.5
6567,1138,0.9
3985,5329,2.0
7538,3990,0.2
2493,4894,2.2
117,2828,4.3
1903,6749,0.8
1903,7081,1.6
7024,568,1.5
6848,4478,3.8
775,4917,1.6
7208,1749,1.0
1471,1779,0.3
75,4083,2.7
2021,2219,1.9
7086,5142,1.5
1608,6322,2.4
698,2551,3.4
1399,4787,1.3
3000,839,3.4
1606,4472,2.7
4180,3826,0.5
5512,6432,3.0
730,32,3.6
2581,5415,3.8
1467,4017,3.1
5574,4514,4.7
7496,126,3.6
1204,5506,4.6
3893,3165,3.3
2364,6798,2.4
151,859,4.5
829,2731,4.3
5734,129,4.2
3351,5397,3.8
1915,6993,1.2
5357,1317,4.7
3923,7367,0.3
4004,1290,1.8
7561,3290,0.9
7521,7506,0.9
415,3898,2.1
3854,7456,3.0
5301,17,1.9
5142,3316,1.8
2320,5508,0.1
2660,1320,3.6
7444,4657,0.6
2663,2095,3.3
138,2800,1.9
5201,534,0.2
1435,7892,3.4
5202,7877,2.1
593,7145,1.4
5281,7164,1.0
7516,7477,0.3
6003,6104,1.1
3531,2936,4.8
2817,973,1.6
7759,1774,4.5
966,7403,2.1
7867,2185,1.0
5247,6106,3.8
4614,4857,1.0
360,2976,2.9
5318,5414,3.4
5765,4503,4.0
7926,7025,2.9
1558,313,3.9
240,953,2.4
5345,3478,2.0
3572,3857,4.3
747,3354,3.0
5087,5964,4.1
7935,714,0.1
5876,3828,1.0
2917,2117,0.3
2198,7691,1.9
1003,68,4.6
3979,3090,2.1
7072,5851,0.6
570,3968,2.9
2195,440,2.3
4013,4104,4.8
6616,97,2.0
3088,1558,4.9
7618,2424,2.5
4271,1680,2.4
6633,3640,1.0
3131,1046,2.5
230,5558,4.1
325,6147,1.7
2066,738,4.9
5313,5868,0.0
1546,3525,0.3
5700,6813,2.5
7149,1987,4.4
4230,1185,3.8
27,1112,3.9
417,1209,1.0
887,5468,4.9
4879,4257,2.9
6246,705,2.4
5999,5136,4.1
3918,7377,2.0
4095,4085,3.5
7895,5362,3.5
6499,956,3.1
1965,1379,2.0
5532,1673,3.4
6331,3582,3.7
4562,4602,1.1
5168,7926,4.5
4555,6503,0.5
5886,1944,2.2
1520,5731,1.7
7253,971,2.6
5966,7225,2.4
6764,2898,4.4
3922,3121,3.1
5304,6086,3.2
6540,3402,4.5
5043,1246,1.6
4012,6719,4.6
6742,2280,1.0
3208,1989,1.7
5726,2063,3.5
6612,5896,2.5
5514,2773,2.5
6695,7347,2.3
1114,1175,0.7
7740,2342,2.8
6161,1678,3.4
2478,5951,3.4
2868,6666,2.5
7738,20,2.3
7689,6006,1.2
5120,7221,1.6
4440,217,1.0
1346,5740,2.1
7277,7889,1.9
7587,3454,3.0
1235,471,2.4
5417,4712,2.2
1113,6271,0.2
7996,3428,3.0
2193,7286,3.7
804,228,4.6
5259,4548,1.0
6989,7763,1.8
94,650,0.6
1030,5401,0.5
4703,515,2.7
4157,2069,4.3
7144,4228,0.1
1284,2914,1.7
3474,5629,3.3
4943,3796,2.5
3450,695,1.8
2995,6266,4.3
959,853,1.7
4904,5595,2.4
5953,1813,4.4
6408,5819,2.0
6884,4238,3.5
7757,3029,4.4
2634,3505,2.8
2006,863,0.4
4636,4042,0.6
6242,2443,3.0
2114,4030,1.0
3858,1858,1.0
6501,6156,1.6
6315,553,1.9
5043,6734,2.6
5073,5213,4.7
4315,4599,4.9
4685,312,3.1
4172,2707,2.8
4616,6091,0.7
3642,1228,3.7
4621,2916,2.9
1433,4321,0.0
3274,967,2.4
799,6318,2.5
4815,7734,1.2
3910,5352,4.3
3020,4779,0.6
2055,2656,2.3
6871,3866,0.0
2655,7101,2.6
5603,1394,1.0
1357,2756,0.4
3914,1626,4.7
1553,3921,1.1
2692,5942,4.4
5487,3101,0.0
2413,4768,1.3
1769,1720,2.6
2050,1201,0.0
328,7629,4.5
4004,4663,0.4
3540,1634,4.2
6227,190,2.3
5014,4567,1.5
1715,1034,4.8
6301,2852,4.4
5258,4248,3.1
1909,6877,1.1
959,3234,3.0
1201,4591,0.0
2972,2009,4.0
3937,4258,4.5
3981,5931,2.6
3292,4566,4.2
3167,4732,1.6
7671,5128,1.5
1025,6382,0.2
3276,1676,0.7
1413,603,3.4
3124,3409,4.3
7071,4183,2.2
2380,5218,0.5
6948,7088,0.8
2611,3809,3.2
652,2864,1.7
778,908,0.6
2225,6359,2.4
754,3962,1.4
2125,5411,3.7
17,540,2.4
6399,2313,2.8
2509,6270,4.2
4550,3194,0.0
6734,7493,2.2
7812,6305,2.6
4992,7279,3.9
379,6882,4.8
5134,3928,3.8
2259,3930,1.9
6184,2417,3.7
2002,5219,4.4
6397,5961,3.5
6049,1294,0.7
4097,7878,2.2
2445,6824,4.9
3240,4906,4.8
4,2744,1.1
3880,7888,1.6
6931,4668,2.2
3515,1901,0.1
6510,2289,1.7
538,5905,3.1
4840,7754,3.3
898,2086,4.7
1141,53,2.1
7602,7341,3.7
1519,7132,3.3
1771,2245,3.5
654,863,0.8
5486,6054,2.2
5806,1179,1.4
4417,6431,1.9
5516,4008,0.7
3818,861,0.6
7689,532,1.4
3697,7141,4.3
3685,4907,3.5
354,2263,0.4
5444,4912,3.2
7496,6891,0.0
7468,1954,0.8
6707,6836,3.2
7685,442,4.1
754,2273,1.2
6487,7145,4.1
2265,6521,3.0
4303,1052,1.1
5436,220,1.3
5113,4857,4.3
1649,5126,1.0
262,3425,4.5
2066,5581,0.1
2632,622,1.8
5496,5216,3.7
3697,3636,3.5
6080,583,1.7
7255,1025,3.6
3146,2471,2.2
3634,5918,1.9
436,3261,4.6
540,1933,1.5
2147,6752,1.1
5903,5195,3.7
1785,2049,2.5
1642,6477,0.9
5215,3947,2.2
2732,6212,3.0
6077,6981,0.9
2231,4379,1.3
4668,1549,4.6
4302,3445,0.6
3531,4636,3.5
6038,5681,0.2
6103,2086,2.9
6040,5608,3.7
3856,6264,3.8
5693,2731,4.7
7850,3898,3.3
5648,2183,0.2
2649,6189,3.7
7103,7298,4.9
6291,7916,1.3
4634,1501,0.5
2258,556,2.9
7506,6993,0.0
3727,6077,4.1
7931,2196,4.5
583,6984,2.6
3273,275,4.6
5178,2960,3.3
5142,4343,2.1
5862,7987,0.0
1306,4834,3.8
7119,1960,2.9
2353,1200,0.2
6138,4865,4.6
4505,1080,1.4
2221,7400,2.1
4208,2891,2.0
6001,6179,0.6
4153,5937,2.1
6096,2321,4.7
3032,5680,0.8
3350,876,3.4
7185,2694,0.7
4179,3654,1.9
3340,7916,4.9
3414,6798,2.4
2388,1043,0.7
947,4554,2.3
1042,5864,3.7
4734,2844,0.2
3222,4497,2.5
7630,1663,0.5
2446,1966,4.8
1786,2505,3.2
4685,7963,2.5
1502,4328,3.5
3013,4842,4.1
1623,743,1.6
6988,43,4.9
7234,1000,3.6
6810,294,1.5
1152,3304,0.1
6601,3805,4.6
5301,960,1.9
7827,2829,0.7
7172,479,1.0
1623,4203,0.6
1876,83,1.3
4757,2664,4.6
205,5759,3.2
7724,5358,2.3
6107,6820,1.5
226,4962,2.2
5866,6874,0.4
28,2530,4.1
5351,3413,2.3
4513,6086,4.9
5637,5602,1.1
4315,6625,2.8
2229,7657,4.9
1109,2495,0.9
7468,1066,4.8
4605,1894,2.1
4832,7554,0.7
6243,5143,3.9
5195,4389,0.3
3384,7691,0.7
6822,4002,4.7
6736,7287,2.1
47,1700,2.7
7007,2506,0.5
2467,6061,4.2
6335,1580,0.6
5443,4379,2.0
7784,6271,3.5
4115,1253,4.0
5686,7327,0.4
5334,7708,4.0
1447,4387,3.0
275,7532,1.0
5785,2331,1.1
4754,154,2.2
2384,5649,3.4
7263,3077,0.6
5421,5450,2.1
1158,1702,4.1
2359,7940,2.8
2772,7058,2.5
1686,1976,1.2
4764,2228,4.5
82,4950,4.5
2607,5141,3.9
5784,5197,4.1
3618,2966,0.0
5173,2370,0.1
1484,2802,0.4
6552,5269,0.9
2244,2239,1.2
5844,2850,1.5
4838,1579,1.8
4571,571,4.8
4815,3520,3.0
3651,688,3.0
1884,3042,3.6
4996,9,2.7
3439,6925,2.4
4344,1159,3.1
6697,2009,4.8
986,2472,0.0
3952,1080,3.2
2823,546,4.0
6698,7860,0.2
5311,1125,1.2
4224,6643,2.5
6692,7963,2.5
4636,3765,0.2
3513,7145,2.0
362,1682,0.9
7779,1325,0.2
2458,957,4.3
1195,1599,1.8
732,1029,0.6
7226,4978,2.4
4770,913,3.0
28,7186,3.8
6369,2849,4.5
1341,5860,3.6
1359,1042,2.4
302,1771,0.8
742,7767,3.2
224,3295,2.1
5279,7426,2.8
3622,7029,0.4
3832,4539,0.1
3255,5596,0.2
4718,2757,0.2
2794,7355,4.4
835,3581,4.9
3384,4982,3.9
6264,7964,1.9
4669,3944,0.9
5715,5682,3.1
5431,6632,0.4
6682,4843,3.8
3077,3270,4.0
3478,3147,3.0
2984,2380,2.1
6993,5747,3.9
6597,4799,3.3
1687,6875,1.5
6112,5532,1.3
6008,6999,0.8
7777,6749,0.6
5764,1173,3.3
4051,3828,1.0
1549,4635,4.6
1312,332,3.7
5800,3594,0.6
213,6733,1.1
5612,3871,1.5
6308,4630,0.7
2672,4398,1.1
6556,1091,0.3
3281,4647,2.7
5875,614,4.2
1257,2260,4.8
124,7374,1.5
5848,4438,0.0
7217,389,0.7
4095,172,3.2
2985,3339,4.5
4352,6509,2.7
930,3294,0.5
7039,5899,1.0
6904,1012,0.0
1443,528,4.6
3691,765,3.4
2389,481,4.3
2269,1763,0.5
7870,7168,3.3
6033,6346,1.6
7245,7235,3.7
6893,402,2.1
4847,32,4.0
632,4370,2.5
1685,4323,0.3
4636,4509,3.3
1457,5875,1.8
2980,5950,0.9
5368,4562,2.3
2943,4349,2.8
2784,6299,2.1
4283,3417,4.8
7267,7172,0.8
3402,5773,4.9
7162,6875,0.2
6143,269,3.9
7395,3147,3.8
2833,2439,2.3
5339,1174,4.2
5783,7781,0.0
3876,793,3.3
2506,7111,2.2
7424,6541,2.2
4103,4619,1.9
4659,3074,4.2
1609,2439,2.3
5060,6563,1.7
7282,7946,2.8
4668,3446,1.4
2178,7840,1.9
5348,1243,0.5
3934,7117,2.5
2827,5450,0.1
3082,7566,0.2
830,7063,2.5
1263,1821,3.3
1102,6191,0.3
5141,7532,0.5
7053,4954,1.9
7849,5350,1.1
272,2681,2.4
4920,1138,4.9
5998,646,0.7
1138,1138,4.8
3838,4184,0.9
5095,6077,0.7
797,1118,1.5
6029,1194,4.4
3173,5473,2.3
6071,391,0.0
6455,4164,1.9
351,3483,4.5
7857,5957,1.1
2076,4906,2.4
6520,251,0.2
620,3822,4.8
4591,5783,3.3
4715,2016,3.4
3901,1509,2.4
153,2158,0.7
5643,5322,1.3
2328,6468,1.6
2179,4869,1.0
5227,3910,1.8
6034,7791,0.3
3256,5585,0.2
5542,5053,4.2
838,3903,0.1
7535,7034,1.1
3647,1825,2.6
7778,3087,3.3
2159,7812,3.8
6641,7293,0.8
3138,2223,0.9
4371,1631,3.9
3529,2081,4.9
6850,7083,1.1
3701,4501,3.3
1144,1199,2.2
4570,7167,3.1
5104,6165,1.6
3757,4685,3.5
1899,6753,2.9
4358,104,4.9
167,495,0.7
3359,6194,4.4
5865,6328,4.7
3666,3400,4.8
6964,203,4.1
5790,7871,1.2
4047,3221,0.5
33,4777,0.8
4035,2012,0.7
159,1359,0.9
5914,7357,1.1
1849,2613,4.9
5345,499,4.3
3319,3802,3.0
1958,7761,3.7
4734,5879,1.4
2490,1092,2.1
4570,7869,3.1
7727,1235,3.7
5173,1369,2.5
602,7713,1.5
5789,7730,0.7
3154,5223,0.7
1217,615,1.7
46,2620,4.5
2612,82,0.0
6027,4367,4.9
2793,3913,0.2
4228,1896,2.0
180,601,3.9
3127,5740,0.0
5135,2764,1.1
4806,2648,1.3
1745,930,1.2
402,4099,3.7
2424,6296,4.2
3202,734,0.9
1696,5478,0.7
7418,3700,3.5
5322,826,1.9
1380,7596,3.6
5590,640,2.6
7274,580,0.9
7752,6171,2.9
248,2389,4.5
7750,1130,2.0
7870,7187,0.4
7895,4038,2.1
5228,140,1.9
7205,7552,4.6
4724,1894,2.5
3132,2661,4.6
7116,546,0.9
4808,1467,1.6
7144,6429,0.4
3610,4675,0.0
7875,1036,0.4
2851,6262,4.1
855,6973,2.5
2359,2378,3.7
4831,282,0.1
5003,4972,4.0
5532,4006,2.1
6199,3525,2.2
5773,2559,0.1
309,7160,0.0
3572,28,3.5
3679,927,2.0
6040,15,3.8
2548,1618,3.7
3901,4290,0.4
2451,4001,3.2
2861,7419,4.0
6973,3287,1.1
7090,6169,1.4
3799,311,2.1
2072,6294,3.8
5797,4608,2.5
2479,5828,0.7
7376,1771,4.0
2311,2578,0.9
3681,6953,3.7
2803,3591,3.5
3203,7015,1.6
6342,67,4.7
3588,7243,2.9
472,2498,0.0
7123,5622,2.4
4672,4314,2.0
1731,5313,0.9
3803,4025,0.3
3526,4098,4.7
3524,2730,1.8
3571,4742,4.1
217,4174,1.3
7809,5014,1.3
3900,1125,0.3
4809,52,1.8
2383,5508,1.1
6470,2908,3.9
6710,7902,1.5
7064,5765,4.5
6424,5118,4.8
2428,4639,4.5
30,584,3.5
6101,981,2.3
562,2365,2.8
4774,4106,4.6
4353,4853,2.8
4245,7133,2.2
7353,4708,0.9
5353,4839,0.8
907,983,4.2
205,1848,1.1
5033,2678,2.5
7434,7711,4.8
6473,1538,1.5
1872,4833,1.4
7775,7061,2.3
7021,1023,4.7
5030,7270,3.7
3987,3250,2.2
4184,4740,3.9
6742,5168,2.3
1713,5528,4.7
1451,3046,2.0
6127,1701,1.3
7018,4733,1.1
6868,137,3.2
3533,4567,2.0
6946,7355,2.0
7342,2320,2.5
2013,4428,4.0
2764,5695,4.9
140,7592,1.5
3142,6388,1.3
7992,7508,4.0
5341,1593,3.9
7851,4399,1.8
7926,7699,2.9
4018,6067,3.1
2902,2368,1.2
7963,7282,4.8
5667,3449,2.8
7031,7899,4.0
4777,495,2.0
3544,5940,0.2
2706,5006,4.6
212,4063,4.5
6060,6654,1.2
4224,4631,2.9
1127,4511,0.9
4981,49,4.2
3604,3210,1.7
4685,4574,1.6
6246,3861,4.1
2790,3045,0.9
7796,2124,2.6
5470,7019,4.4
821,4090,4.0
3092,4780,1.4
3010,7072,0.6
7789,6656,2.5
6295,6970,2.5
6797,1241,4.9
4625,511,4.1
5145,897,0.4
4016,6175,0.1
4475,7006,0.4
406,2692,0.9
4445,1456,4.3
4679,979,0.8
812,6735,4.3
1959,2474,2.2
5462,5935,1.5
5182,5409,3.0
3916,3037,2.5
3382,7243,1.0
704,5568,4.4
5979,5748,1.3
7848,6491,4.9
2458,2786,4.2
5048,4039,3.7
3778,213,3.6
4715,4027,4.1
5893,5064,0.3
1979,5126,2.5
375,2352,1.0
1444,6928,4.6
3533,697,4.0
3492,30,4.4
2911,3662,1.9
7741,5773,1.1
1959,720,2.1
6449,5268,2.8
5439,1883,1.1
1029,2692,4.6
1382,3206,4.1
958,841,3.1
6203,6881,3.4
1254,2791,3.1
192,5622,0.0
1991,703,2.8
472,138,2.8
4014,7305,1.9
6536,5722,0.8
7401,7066,2.8
6329,673,1.3
4489,1309,4.2
2292,2510,2.5
7840,4827,3.3
2596,5456,4.9
324,501,4.0
3223,588,0.1
3914,1638,4.6
5309,5666,4.0
5067,3843,3.1
7911,2797,0.9
2017,4988,3.7
6216,5633,2.7
1898,2138,4.7
1079,5933,1.8
4612,4609,4.2
2475,569,1.7
4623,5165,4.7
6781,4710,0.6
5486,7606,4.4
5545,2098,2.6
2629,3150,2.6
3724,3795,4.9
5947,3647,1.4
295,5305,4.6
4985,2671,0.9
5786,3470,0.4
7722,7197,4.8
5417,5750,4.9
7032,6371,0.3
6394,1169,0.6
917,6643,1.0
4117,1782,0.3
2799,6492,4.1
6370,7800,0.7
6777,6085,2.4
5294,6882,0.7
4776,1454,1.3
5733,316,1.6
2099,499,2.0
4825,5893,1.9
7634,3658,3.4
3001,3064,4.0
5696,3777,3.1
3098,7945,2.4
7929,3907,2.6
1585,5415,4.9
892,7442,3.7
4951,441,0.3
3849,587,3.7
1027,4963,0.4
4963,7143,2.8
4691,3456,4.1
7246,2678,0.1
4355,7527,4.4
6161,4451,4.3
6515,5543,3.9
4981,4340,3.5
7716,4684,3.8
4229,5321,4.6
1659,2394,4.1
12,2458,4.9
125,4622,2.9
153,699,1.4
7377,2658,0.2
2493,2906,4.8
4672,968,4.6
4554,2364,2.9
1336,4331,3.7
3606,1477,2.0
3716,1203,4.5
3574,6447,1.0
2389,7615,1.1
1859,4239,1.7
7804,7978,2.6
4631,3797,2.4
5356,6984,2.7
400,5770,4.9
3132,5224,0.1
2060,7825,2.2
227,1745,0.1
7019,1640,1.5
3834,7494,0.5
2576,550,0.3
4221,6916,0.3
2272,6588,3.1
6537,257,3.8
1344,3446,1.1
6431,1900,2.6
3930,1529,4.2
607,7153,4.5
4888,6340,1.6
1806,3316,4.4
423,881,0.1
1104,4370,2.8
2037,6066,0.5
4717,6565,4.0
5299,2966,4.4
4047,5950,3.7
5204,7491,3.6
4930,2091,4.7
6603,6779,4.4
4019,1072,3.0
7120,5017,3.1
1329,1679,4.6
5147,6162,2.1
7151,1666,2.2
3047,5367,4.3
2175,4925,4.8
3632,4527,0.6
5847,7791,2.7
2101,4159,0.9
4944,7743,3.5
7350,5443,0.4
5985,5328,0.6
1078,7603,3.2
6696,767,4.0
6137,3233,4.3
1697,417,2.6
7175,5431,3.8
7148,968,4.0
7783,7548,2.3
75,4413,4.5
7396,5133,2.4
3104,6404,1.0
7435,229,1.8
4851,7388,3.3
6059,4631,2.8
1770,6078,2.5
3987,6032,4.1
3087,731,2.5
1878,6232,4.3
6477,289,4.5
6026,4623,2.9
6451,3956,4.4
2116,1842,3.9
6190,1270,4.5
7709,7957,3.8
18,2945,1.2
7088,7079,0.2
7890,2153,4.6
2585,3571,4.5
2691,1980,1.5
566,3739,1.2
93,579,3.6
745,2077,0.0
2809,3520,0.3
404,2512,0.2
1491,112,0.7
924,3557,1.7
777,7688,4.0
5286,4199,4.7
3609,4538,2.9
3421,4029,1.2
5031,4079,3.6
7785,4453,4.0
1524,3915,1.4
2040,5816,0.3
5223,1069,1.3
6392,4779,4.2
904,7406,4.9
6362,3145,1.2
6783,1311,1.0
1681,4795,3.0
5465,5325,4.9
5072,7938,0.7
6083,6526,0.0
655,6201,0.9
4684,5043,2.3
7623,597,3.7
5479,2342,1.2
3056,3238,3.1
998,3467,2.1
5577,6549,4.1
3519,7056,3.7
7760,6310,1.5
1675,7134,4.1
6277,2485,4.4
5185,4183,0.0
2155,7930,4.4
2047,24,4.3
6599,2183,0.5
2433,3318,4.6
94,2438,4.6
5607,6274,1.3
187,3773,0.9
3635,2759,0.0
1254,7307,1.2
4168,3976,4.6
3181,1578,2.4
1772,5892,2.4
30,237,4.1
710,7412,3.2
4234,5633,1.1
3424,1673,0.0
3332,1325,3.7
5477,1136,3.3
6368,4755,2.0
611,3599,4.7
1332,5167,0.9
1290,2631,4.2
5913,1300,4.3
1707,6066,1.8
7082,3060,0.2
7994,3811,2.0
1475,4694,2.9
6924,5355,0.7
515,5855,0.5
1945,1103,4.7
5258,6860,4.9
3386,1749,0.8
3259,6643,1.2
875,7030,2.2
2682,263,1.0
4042,2090,0.1
5871,6227,4.7
5974,737,3.2
4609,6651,0.5
7600,7430,4.8
5596,4864,4.1
5468,2428,2.1
3883,2810,0.0
7937,6690,0.8
5149,7517,3.7
4068,4881,3.4
1187,5495,0.5
6897,218,0.9
3760,4397,3.9
3442,1866,3.0
3383,1411,0.1
5140,6567,2.3
1008,1043,2.9
2857,1073,1.0
84,4370,0.7
1825,676,0.7
2652,4112,0.3
3087,946,3.6
5701,1782,2.5
297,2252,2.5
2317,1095,4.8
6664,23,0.9
6071,545,3.1
7139,7992,4.5
6915,5115,1.1
3160,971,0.1
6134,4326,1.3
3299,997,0.0
3928,5774,4.6
3236,7703,0.0
5936,7992,0.9
733,2347,2.6
6026,5891,1.0
2545,4326,2.6
6321,4073,1.6
6758,6022,0.0
3700,5820,2.9
6691,2244,4.6
6820,2603,4.9
6642,1617,1.0
7764,6460,2.5
7935,7130,3.4
6808,3985,4.9
2006,69,0.7
6598,7973,0.6
5608,4786,3.2
6839,398,4.0
1606,700,4.5
390,7866,1.8
5092,6712,1.3
2127,5812,0.6
23,6131,3.4
2033,5277,1.0
6807,2422,4.4
7244,3829,2.7
5821,4355,4.1
3907,3281,2.0
4357,726,2.3
2427,7716,0.0
3469,7910,3.1
5338,7672,0.3
4628,7779,0.4
1800,5428,2.6
6651,3831,1.7
1904,661,1.0
7751,2375,2.3
2303,7926,0.9
7068,7793,2.6
2724,1418,3.5
7427,845,4.8
2766,2846,1.1
4900,2542,3.8
497,90,2.4
76,5152,0.4
3136,4798,0.6
2856,4201,1.9
3187,7271,4.9
4040,6473,1.6
6211,649,3.6
3676,1660,3.0
425,4083,0.2
4090,3700,4.4
5794,6672,3.8
2837,5409,1.8
7085,1378,4.2
2759,4715,3.4
6282,6791,3.0
4167,5555,3.5
2492,5750,2.2
7795,536,2.2
5320,1792,3.8
391,1902,2.5
6708,3985,1.2
868,6725,0.8
3400,6445,3.3
4618,2474,3.8
6863,4981,1.6
7325,7839,4.9
4694,5538,4.1
6499,6626,0.6
7532,262,1.7
1155,1966,0.9
6816,5328,0.1
3719,3634,4.0
4294,2374,2.9
5594,2269,0.9
690,1609,3.2
5067,4948,2.6
1466,22,2.0
520,5559,2.0
2039,5314,4.8
5923,4385,0.2
1924,123,0.8
5968,2279,2.4
2685,7115,4.7
5668,1558,0.8
2881,7894,4.9
6615,1654,2.3
2736,6040,1.1
1410,5323,3.2
6766,6889,2.9
2978,1616,2.0
4637,1723,0.0
3026,508,0.5
7014,152,3.2
3988,5182,0.3
7280,1126,0.5
1609,7811,4.8
5287,100,1.4
7347,4268,2.0
3894,4716,2.4
1082,2778,0.3
780,369,0.6
7203,7140,3.9
4699,7808,4.6
2202,6173,2.7
5396,2112,2.6
1961,5008,3.7
2091,6707,3.4
4990,1797,3.6
6552,5941,0.8
297,7803,0.6
1044,4601,1.7
3930,7342,3.6
2520,273,1.0
7783,912,0.2
6561,7716,0.0
1347,3665,2.7
3886,5687,2.1
4488,4760,2.2
1983,2023,4.7
3694,9,0.0
5144,7083,0.9
3536,5183,3.1
2043,980,4.4
814,6160,4.3
7025,6669,1.2
2469,5582,1.0
7809,1693,4.0
4152,2050,4.2
7735,2849,2.7
6986,2417,2.9
7966,1109,4.9
2849,3864,3.0
3654,3722,3.3
4132,1777,3.8
2558,1198,1.7
5405,750,2.5
2074,6665,2.3
5752,7354,4.1
7341,7164,4.1
6850,4413,0.8
4368,6337,0.5
746,918,4.0
601,1583,4.5
3394,2592,0.1
1380,2357,3.7
6654,1071,3.1
1677,3612,3.2
4211,6162,4.9
2803,7432,0.8
6105,1936,1.1
7351,2357,4.7
5321,4909,2.3
1786,763,1.2
5184,4772,1.2
226,2891,4.0
4570,747,0.8
5077,49,1.8
7190,1524,2.8
3195,4306,4.1
5336,2984,1.1
6719,4141,4.3
802,5612,0.4
655,1756,1.2
5785,477,4.5
2583,1361,0.0
1798,4885,0.1
6730,411,0.5
402,2534,2.7
5464,7392,1.8
2952,4123,4.4
3704,4514,2.9
2454,3899,4.8
3872,3197,3.2
4619,7944,4.5
1223,3748,2.6
2074,5177,0.7
41,2472,4.3
2070,1670,2.1
3266,4403,1.9
6643,1498,4.5
2001,6215,4.7
6411,2847,3.8
599,1729,3.0
5654,2232,0.4
5781,1369,4.7
3312,6208,1.3
913,4321,4.3
4438,6285,1.8
4497,964,1.1
2792,1393,4.2
5021,7558,3.7
2408,1012,3.7
4481,7111,4.0
4346,5725,0.1
3272,1473,4.0
4130,2856,0.6
1025,4935,1.0
2248,3983,1.8
2814,1799,4.8
118,644,4.5
1232,3206,3.8
1496,6578,3.9
3019,7720,0.3
2682,7232,1.0
5320,1446,1.8
7757,2511,0.3
3037,6679,1.9
5283,4025,0.9
2534,3242,3.5
